source,target,combined_score
EGF,FGR,930
PXN,FGR,945
PXN,FGR,945
RASA1,FGR,905
RASA1,FGR,905
EGFR,FGR,968
EGFR,FGR,968
CXCL8,FGR,923
CXCL8,FGR,923
PDGFB,FGR,915
PDGFB,FGR,915
HSP90AA1,FGR,634
HSP90AA1,FGR,634
LCK,FGR,906
LCK,FGR,906
SNCA,FGR,919
SNCA,FGR,919
PTK2,FGR,935
PTK2,FGR,935
FYN,FGR,902
FYN,FGR,902
EPHA2,FGR,906
EPHA2,FGR,906
PIK3CG,FGR,762
PIK3CG,FGR,762
CD247,FGR,924
CD247,FGR,924
ABL1,FGR,907
ABL1,FGR,907
SRC,FGR,919
SRC,FGR,919
MAPK1,AR,645
MAPK1,AR,645
CCND1,AR,998
CCND1,AR,998
GAPDH,AR,852
GAPDH,AR,852
MAPK14,AR,930
MAPK14,AR,930
NR3C1,AR,930
NR3C1,AR,930
SNAI1,AR,524
SNAI1,AR,524
SOX9,AR,611
SOX9,AR,611
RAF1,AR,635
RAF1,AR,635
KRAS,AR,567
KRAS,AR,567
CDK4,AR,530
CDK4,AR,530
MDM2,AR,998
MDM2,AR,998
POU5F1,AR,537
POU5F1,AR,537
CDH1,AR,641
CDH1,AR,641
MAPK3,AR,548
MAPK3,AR,548
EP300,AR,997
EP300,AR,997
PIK3CA,AR,950
PIK3CA,AR,950
STAT3,AR,995
STAT3,AR,995
EGF,AR,724
EGF,AR,724
ERBB3,AR,743
ERBB3,AR,743
RB1,AR,939
RB1,AR,939
PXN,AR,868
PXN,AR,868
CDH2,AR,504
CDH2,AR,504
TP53,AR,877
TP53,AR,877
ERBB2,AR,774
ERBB2,AR,774
CCNA2,AR,583
CCNA2,AR,583
EGFR,AR,989
EGFR,AR,989
STAT5B,AR,769
STAT5B,AR,769
HPGDS,AR,694
HPGDS,AR,694
ALB,AR,582
ALB,AR,582
BCL2L1,AR,502
BCL2L1,AR,502
IGF1,AR,706
IGF1,AR,706
HSPA4,AR,972
HSPA4,AR,972
IRS1,AR,773
IRS1,AR,773
FOS,AR,587
FOS,AR,587
PRKACA,AR,905
PRKACA,AR,905
CASP3,AR,692
CASP3,AR,692
HNF4A,AR,539
HNF4A,AR,539
MET,AR,521
MET,AR,521
EZH2,AR,996
EZH2,AR,996
PGR,AR,677
PGR,AR,677
SP1,AR,974
SP1,AR,974
SMAD3,AR,998
SMAD3,AR,998
HSP90AA1,AR,999
HSP90AA1,AR,999
CAV1,AR,973
CAV1,AR,973
STAT5A,AR,919
STAT5A,AR,919
SMAD4,AR,995
SMAD4,AR,995
CTNNB1,AR,999
CTNNB1,AR,999
CASP8,AR,972
CASP8,AR,972
MTOR,AR,565
MTOR,AR,565
BECN1,AR,887
BECN1,AR,887
PARP1,AR,631
PARP1,AR,631
MKI67,AR,542
MKI67,AR,542
FLNA,AR,993
FLNA,AR,993
JUN,AR,962
JUN,AR,962
HSP90AB1,AR,949
HSP90AB1,AR,949
PTEN,AR,896
PTEN,AR,896
MMP9,AR,507
MMP9,AR,507
HDAC1,AR,958
HDAC1,AR,958
SRC,AR,999
SRC,AR,999
CD4,SYK,975
CD4,SYK,975
TNFRSF1A,SYK,720
TNFRSF1A,SYK,720
NFKBIA,SYK,955
NFKBIA,SYK,955
PIK3R2,SYK,912
PIK3R2,SYK,912
IL2,SYK,954
IL2,SYK,954
MAPK14,SYK,931
MAPK14,SYK,931
IL4,SYK,582
IL4,SYK,582
PLEK,SYK,665
PLEK,SYK,665
PLCG1,SYK,996
PLCG1,SYK,996
RAC2,SYK,846
RAC2,SYK,846
KRAS,SYK,885
KRAS,SYK,885
TLR2,SYK,793
TLR2,SYK,793
PIK3R3,SYK,839
PIK3R3,SYK,839
IL1B,SYK,632
IL1B,SYK,632
PIK3CA,SYK,937
PIK3CA,SYK,937
CBL,SYK,999
CBL,SYK,999
STAT3,SYK,967
STAT3,SYK,967
ICAM1,SYK,721
ICAM1,SYK,721
ZAP70,SYK,907
ZAP70,SYK,907
PXN,SYK,565
PXN,SYK,565
TP53,SYK,521
TP53,SYK,521
ERBB2,SYK,501
ERBB2,SYK,501
EGFR,SYK,526
EGFR,SYK,526
PPARG,SYK,694
PPARG,SYK,694
STAT5B,SYK,954
STAT5B,SYK,954
HPGDS,SYK,548
HPGDS,SYK,548
ALB,SYK,513
ALB,SYK,513
CSF2,SYK,950
CSF2,SYK,950
CRK,SYK,761
CRK,SYK,761
FOS,SYK,941
FOS,SYK,941
CXCL8,SYK,501
CXCL8,SYK,501
CD28,SYK,953
CD28,SYK,953
CSF1,SYK,558
CSF1,SYK,558
SOCS1,SYK,537
SOCS1,SYK,537
HGS,SYK,521
HGS,SYK,521
LCK,SYK,983
LCK,SYK,983
SNCA,SYK,924
SNCA,SYK,924
PTPN11,SYK,934
PTPN11,SYK,934
PTK2,SYK,960
PTK2,SYK,960
STAT5A,SYK,963
STAT5A,SYK,963
JAK1,SYK,933
JAK1,SYK,933
CRKL,SYK,862
CRKL,SYK,862
FYN,SYK,942
FYN,SYK,942
FN1,SYK,771
FN1,SYK,771
FAS,SYK,928
FAS,SYK,928
RAC1,SYK,945
RAC1,SYK,945
PIK3CG,SYK,964
PIK3CG,SYK,964
STAT1,SYK,688
STAT1,SYK,688
MTOR,SYK,538
MTOR,SYK,538
CD247,SYK,975
CD247,SYK,975
GAB2,SYK,960
GAB2,SYK,960
EZR,SYK,568
EZR,SYK,568
NRAS,SYK,857
NRAS,SYK,857
FLNA,SYK,689
FLNA,SYK,689
JUN,SYK,951
JUN,SYK,951
HDAC1,SYK,579
HDAC1,SYK,579
SRC,SYK,975
SRC,SYK,975
TLR4,SYK,994
TLR4,SYK,994
FGR,SYK,967
FGR,SYK,967
FGF4,IRS2,510
FGF4,IRS2,510
MAPK1,IRS2,924
MAPK1,IRS2,924
EPOR,IRS2,956
EPOR,IRS2,956
PIK3R2,IRS2,955
PIK3R2,IRS2,955
IL2,IRS2,911
IL2,IRS2,911
IL4,IRS2,946
IL4,IRS2,946
FGF23,IRS2,518
FGF23,IRS2,518
PLCG1,IRS2,889
PLCG1,IRS2,889
EPO,IRS2,926
EPO,IRS2,926
KRAS,IRS2,936
KRAS,IRS2,936
PIK3R3,IRS2,947
PIK3R3,IRS2,947
GAB1,IRS2,611
GAB1,IRS2,611
MAPK3,IRS2,950
MAPK3,IRS2,950
AKT3,IRS2,580
AKT3,IRS2,580
IL7,IRS2,617
IL7,IRS2,617
PIK3CA,IRS2,988
PIK3CA,IRS2,988
FGF2,IRS2,564
FGF2,IRS2,564
FGF7,IRS2,513
FGF7,IRS2,513
EGFR,IRS2,609
EGFR,IRS2,609
PPARG,IRS2,595
PPARG,IRS2,595
FGFR4,IRS2,532
FGFR4,IRS2,532
STAT5B,IRS2,726
STAT5B,IRS2,726
FGF19,IRS2,606
FGF19,IRS2,606
CRK,IRS2,956
CRK,IRS2,956
IGF1,IRS2,986
IGF1,IRS2,986
INSR,IRS2,982
INSR,IRS2,982
IRS1,IRS2,944
IRS1,IRS2,944
LEP,IRS2,867
LEP,IRS2,867
FGF8,IRS2,510
FGF8,IRS2,510
SOCS1,IRS2,927
SOCS1,IRS2,927
SOCS3,IRS2,945
SOCS3,IRS2,945
FGF3,IRS2,523
FGF3,IRS2,523
HSP90AA1,IRS2,519
HSP90AA1,IRS2,519
LCK,IRS2,913
LCK,IRS2,913
FGFR3,IRS2,535
FGFR3,IRS2,535
PTPN11,IRS2,940
PTPN11,IRS2,940
STAT5A,IRS2,726
STAT5A,IRS2,726
JAK1,IRS2,961
JAK1,IRS2,961
CRKL,IRS2,738
CRKL,IRS2,738
RET,IRS2,711
RET,IRS2,711
PIK3CG,IRS2,890
PIK3CG,IRS2,890
MTOR,IRS2,941
MTOR,IRS2,941
GAB2,IRS2,639
GAB2,IRS2,639
NGF,IRS2,664
NGF,IRS2,664
NRAS,IRS2,913
NRAS,IRS2,913
CHUK,IRS2,839
CHUK,IRS2,839
PTPN1,IRS2,920
PTPN1,IRS2,920
PTEN,IRS2,609
PTEN,IRS2,609
YWHAB,IRS2,583
YWHAB,IRS2,583
SRC,IRS2,659
SRC,IRS2,659
CD4,FOXP3,922
CD4,FOXP3,922
TNFRSF1A,FOXP3,539
TNFRSF1A,FOXP3,539
TGFB1,FOXP3,748
TGFB1,FOXP3,748
CSF3,FOXP3,556
CSF3,FOXP3,556
CCL2,FOXP3,663
CCL2,FOXP3,663
IL2,FOXP3,998
IL2,FOXP3,998
IFNG,FOXP3,989
IFNG,FOXP3,989
GAPDH,FOXP3,617
GAPDH,FOXP3,617
HBEGF,FOXP3,556
HBEGF,FOXP3,556
IL4,FOXP3,874
IL4,FOXP3,874
IL5,FOXP3,759
IL5,FOXP3,759
PLCG1,FOXP3,512
PLCG1,FOXP3,512
TLR2,FOXP3,694
TLR2,FOXP3,694
SMAD2,FOXP3,828
SMAD2,FOXP3,828
EP300,FOXP3,939
EP300,FOXP3,939
IL1A,FOXP3,518
IL1A,FOXP3,518
IL1B,FOXP3,739
IL1B,FOXP3,739
IL7,FOXP3,688
IL7,FOXP3,688
STAT3,FOXP3,996
STAT3,FOXP3,996
ICAM1,FOXP3,575
ICAM1,FOXP3,575
ZAP70,FOXP3,610
ZAP70,FOXP3,610
TP53,FOXP3,576
TP53,FOXP3,576
ERBB2,FOXP3,520
ERBB2,FOXP3,520
IFNA1,FOXP3,631
IFNA1,FOXP3,631
PPARG,FOXP3,960
PPARG,FOXP3,960
KIT,FOXP3,530
KIT,FOXP3,530
STAT5B,FOXP3,760
STAT5B,FOXP3,760
ALB,FOXP3,743
ALB,FOXP3,743
ANXA5,FOXP3,623
ANXA5,FOXP3,623
IL15,FOXP3,697
IL15,FOXP3,697
CSF2,FOXP3,737
CSF2,FOXP3,737
STAT6,FOXP3,711
STAT6,FOXP3,711
HSPA4,FOXP3,937
HSPA4,FOXP3,937
IL13,FOXP3,778
IL13,FOXP3,778
FOS,FOXP3,932
FOS,FOXP3,932
CXCL8,FOXP3,633
CXCL8,FOXP3,633
CD34,FOXP3,559
CD34,FOXP3,559
CASP3,FOXP3,504
CASP3,FOXP3,504
EZH2,FOXP3,958
EZH2,FOXP3,958
CD28,FOXP3,881
CD28,FOXP3,881
CSF1,FOXP3,516
CSF1,FOXP3,516
SOCS1,FOXP3,635
SOCS1,FOXP3,635
SOCS3,FOXP3,519
SOCS3,FOXP3,519
SMAD3,FOXP3,978
SMAD3,FOXP3,978
LCK,FOXP3,610
LCK,FOXP3,610
STAT5A,FOXP3,885
STAT5A,FOXP3,885
JAK1,FOXP3,507
JAK1,FOXP3,507
FAS,FOXP3,646
FAS,FOXP3,646
TGFBR2,FOXP3,541
TGFBR2,FOXP3,541
TFRC,FOXP3,529
TFRC,FOXP3,529
STAT1,FOXP3,779
STAT1,FOXP3,779
MTOR,FOXP3,603
MTOR,FOXP3,603
CD247,FOXP3,544
CD247,FOXP3,544
IL6R,FOXP3,518
IL6R,FOXP3,518
MKI67,FOXP3,605
MKI67,FOXP3,605
JUN,FOXP3,987
JUN,FOXP3,987
PTEN,FOXP3,583
PTEN,FOXP3,583
HDAC1,FOXP3,902
HDAC1,FOXP3,902
TLR4,FOXP3,687
TLR4,FOXP3,687
VCL,CTTN,825
VCL,CTTN,825
MMP2,CTTN,507
MMP2,CTTN,507
CSK,CTTN,614
CSK,CTTN,614
CCND1,CTTN,564
CCND1,CTTN,564
CDH1,CTTN,982
CDH1,CTTN,982
MAPK3,CTTN,540
MAPK3,CTTN,540
EP300,CTTN,554
EP300,CTTN,554
CBL,CTTN,552
CBL,CTTN,552
ICAM1,CTTN,670
ICAM1,CTTN,670
EGF,CTTN,544
EGF,CTTN,544
PXN,CTTN,999
PXN,CTTN,999
IQGAP1,CTTN,835
IQGAP1,CTTN,835
CDH2,CTTN,944
CDH2,CTTN,944
EGFR,CTTN,896
EGFR,CTTN,896
PAK1,CTTN,953
PAK1,CTTN,953
TJP1,CTTN,995
TJP1,CTTN,995
HPGDS,CTTN,531
HPGDS,CTTN,531
ARF6,CTTN,528
ARF6,CTTN,528
CRK,CTTN,514
CRK,CTTN,514
CTNNA1,CTTN,935
CTNNA1,CTTN,935
CASP3,CTTN,712
CASP3,CTTN,712
MET,CTTN,564
MET,CTTN,564
FGF3,CTTN,518
FGF3,CTTN,518
HSP90AA1,CTTN,532
HSP90AA1,CTTN,532
PTK2,CTTN,985
PTK2,CTTN,985
CTNNB1,CTTN,973
CTNNB1,CTTN,973
FYN,CTTN,970
FYN,CTTN,970
FN1,CTTN,632
FN1,CTTN,632
RAC1,CTTN,964
RAC1,CTTN,964
EZR,CTTN,913
EZR,CTTN,913
FLNA,CTTN,535
FLNA,CTTN,535
PTPN1,CTTN,799
PTPN1,CTTN,799
MMP9,CTTN,508
MMP9,CTTN,508
SRC,CTTN,999
SRC,CTTN,999
SYK,CTTN,876
SYK,CTTN,876
NGFR,PIK3CD,800
NGFR,PIK3CD,800
EPOR,PIK3CD,637
EPOR,PIK3CD,637
PIK3R2,PIK3CD,995
PIK3R2,PIK3CD,995
IL2,PIK3CD,656
IL2,PIK3CD,656
IL4,PIK3CD,575
IL4,PIK3CD,575
IL5,PIK3CD,574
IL5,PIK3CD,574
PLEK,PIK3CD,652
PLEK,PIK3CD,652
PLCG1,PIK3CD,765
PLCG1,PIK3CD,765
RAC2,PIK3CD,839
RAC2,PIK3CD,839
RAF1,PIK3CD,856
RAF1,PIK3CD,856
EPO,PIK3CD,610
EPO,PIK3CD,610
KRAS,PIK3CD,920
KRAS,PIK3CD,920
PDGFRA,PIK3CD,831
PDGFRA,PIK3CD,831
PDGFRB,PIK3CD,854
PDGFRB,PIK3CD,854
FLT4,PIK3CD,746
FLT4,PIK3CD,746
PIK3R3,PIK3CD,984
PIK3R3,PIK3CD,984
GAB1,PIK3CD,834
GAB1,PIK3CD,834
AKT3,PIK3CD,853
AKT3,PIK3CD,853
KDR,PIK3CD,876
KDR,PIK3CD,876
PIK3CA,PIK3CD,822
PIK3CA,PIK3CD,822
CBL,PIK3CD,664
CBL,PIK3CD,664
ZAP70,PIK3CD,879
ZAP70,PIK3CD,879
ERBB3,PIK3CD,887
ERBB3,PIK3CD,887
ERBB2,PIK3CD,876
ERBB2,PIK3CD,876
EGFR,PIK3CD,876
EGFR,PIK3CD,876
FLT1,PIK3CD,750
FLT1,PIK3CD,750
KIT,PIK3CD,858
KIT,PIK3CD,858
FGFR4,PIK3CD,625
FGFR4,PIK3CD,625
IL3,PIK3CD,643
IL3,PIK3CD,643
CSF2,PIK3CD,591
CSF2,PIK3CD,591
CRK,PIK3CD,718
CRK,PIK3CD,718
INSR,PIK3CD,882
INSR,PIK3CD,882
IRS1,PIK3CD,942
IRS1,PIK3CD,942
MET,PIK3CD,838
MET,PIK3CD,838
CD28,PIK3CD,902
CD28,PIK3CD,902
PGR,PIK3CD,816
PGR,PIK3CD,816
SOCS1,PIK3CD,593
SOCS1,PIK3CD,593
SOCS3,PIK3CD,574
SOCS3,PIK3CD,574
FGFR3,PIK3CD,646
FGFR3,PIK3CD,646
PTPN11,PIK3CD,853
PTPN11,PIK3CD,853
PTK2,PIK3CD,849
PTK2,PIK3CD,849
ERBB4,PIK3CD,699
ERBB4,PIK3CD,699
JAK1,PIK3CD,698
JAK1,PIK3CD,698
CRKL,PIK3CD,796
CRKL,PIK3CD,796
FYN,PIK3CD,868
FYN,PIK3CD,868
RET,PIK3CD,637
RET,PIK3CD,637
PIK3CG,PIK3CD,884
PIK3CG,PIK3CD,884
MTOR,PIK3CD,906
MTOR,PIK3CD,906
GAB2,PIK3CD,832
GAB2,PIK3CD,832
BECN1,PIK3CD,721
BECN1,PIK3CD,721
NRAS,PIK3CD,887
NRAS,PIK3CD,887
PTEN,PIK3CD,986
PTEN,PIK3CD,986
SRC,PIK3CD,928
SRC,PIK3CD,928
TLR4,PIK3CD,867
TLR4,PIK3CD,867
FGR,PIK3CD,733
FGR,PIK3CD,733
SYK,PIK3CD,908
SYK,PIK3CD,908
IRS2,PIK3CD,903
IRS2,PIK3CD,903
TNFRSF1A,PRKCZ,921
TNFRSF1A,PRKCZ,921
NGFR,PRKCZ,912
NGFR,PRKCZ,912
MAPK1,PRKCZ,934
MAPK1,PRKCZ,934
NFKBIA,PRKCZ,936
NFKBIA,PRKCZ,936
TGFB1,PRKCZ,663
TGFB1,PRKCZ,663
PIK3R2,PRKCZ,827
PIK3R2,PRKCZ,827
IL2,PRKCZ,912
IL2,PRKCZ,912
PLCG1,PRKCZ,740
PLCG1,PRKCZ,740
RAC2,PRKCZ,706
RAC2,PRKCZ,706
RAF1,PRKCZ,932
RAF1,PRKCZ,932
KRAS,PRKCZ,930
KRAS,PRKCZ,930
TLR2,PRKCZ,734
TLR2,PRKCZ,734
CDH1,PRKCZ,933
CDH1,PRKCZ,933
PIK3R3,PRKCZ,818
PIK3R3,PRKCZ,818
MAPK3,PRKCZ,881
MAPK3,PRKCZ,881
AKT3,PRKCZ,937
AKT3,PRKCZ,937
PIK3CA,PRKCZ,927
PIK3CA,PRKCZ,927
TP53,PRKCZ,866
TP53,PRKCZ,866
RPS27A,PRKCZ,625
RPS27A,PRKCZ,625
RASA1,PRKCZ,702
RASA1,PRKCZ,702
EGFR,PRKCZ,725
EGFR,PRKCZ,725
TJP1,PRKCZ,685
TJP1,PRKCZ,685
GNAQ,PRKCZ,926
GNAQ,PRKCZ,926
INSR,PRKCZ,920
INSR,PRKCZ,920
CTNNA1,PRKCZ,918
CTNNA1,PRKCZ,918
UBB,PRKCZ,632
UBB,PRKCZ,632
IRS1,PRKCZ,949
IRS1,PRKCZ,949
CASP3,PRKCZ,510
CASP3,PRKCZ,510
PPP2R1A,PRKCZ,632
PPP2R1A,PRKCZ,632
SP1,PRKCZ,747
SP1,PRKCZ,747
LCK,PRKCZ,915
LCK,PRKCZ,915
PTPN11,PRKCZ,925
PTPN11,PRKCZ,925
JAK1,PRKCZ,931
JAK1,PRKCZ,931
CTNNB1,PRKCZ,959
CTNNB1,PRKCZ,959
TGFBR2,PRKCZ,629
TGFBR2,PRKCZ,629
PIK3CG,PRKCZ,930
PIK3CG,PRKCZ,930
GAB2,PRKCZ,901
GAB2,PRKCZ,901
NGF,PRKCZ,930
NGF,PRKCZ,930
NRAS,PRKCZ,675
NRAS,PRKCZ,675
CHUK,PRKCZ,910
CHUK,PRKCZ,910
PTEN,PRKCZ,769
PTEN,PRKCZ,769
SRC,PRKCZ,968
SRC,PRKCZ,968
IRS2,PRKCZ,900
IRS2,PRKCZ,900
PIK3CD,PRKCZ,830
PIK3CD,PRKCZ,830
FGF4,BMP2,648
FGF4,BMP2,648
GAPDH,BMP2,612
GAPDH,BMP2,612
BMP4,BMP2,907
BMP4,BMP2,907
SOX9,BMP2,870
SOX9,BMP2,870
POU5F1,BMP2,510
POU5F1,BMP2,510
SMAD2,BMP2,794
SMAD2,BMP2,794
MAPK3,BMP2,553
MAPK3,BMP2,553
EP300,BMP2,550
EP300,BMP2,550
IL1B,BMP2,595
IL1B,BMP2,595
FGF2,BMP2,929
FGF2,BMP2,929
WNT5A,BMP2,735
WNT5A,BMP2,735
FGF10,BMP2,594
FGF10,BMP2,594
EGF,BMP2,743
EGF,BMP2,743
FGF7,BMP2,560
FGF7,BMP2,560
EGFR,BMP2,512
EGFR,BMP2,512
WNT3A,BMP2,705
WNT3A,BMP2,705
PPARG,BMP2,529
PPARG,BMP2,529
WNT1,BMP2,759
WNT1,BMP2,759
FGF19,BMP2,514
FGF19,BMP2,514
ALB,BMP2,693
ALB,BMP2,693
SHH,BMP2,887
SHH,BMP2,887
IGF1,BMP2,874
IGF1,BMP2,874
CD34,BMP2,525
CD34,BMP2,525
FGF8,BMP2,671
FGF8,BMP2,671
FGF13,BMP2,855
FGF13,BMP2,855
SOX2,BMP2,571
SOX2,BMP2,571
SMAD3,BMP2,809
SMAD3,BMP2,809
FGF3,BMP2,567
FGF3,BMP2,567
SMAD4,BMP2,989
SMAD4,BMP2,989
CTNNB1,BMP2,883
CTNNB1,BMP2,883
FN1,BMP2,790
FN1,BMP2,790
CCN2,BMP2,882
CCN2,BMP2,882
XIAP,BMP2,942
XIAP,BMP2,942
JUN,BMP2,514
JUN,BMP2,514
CD4,GATA3,827
CD4,GATA3,827
IL2,GATA3,703
IL2,GATA3,703
CCND1,GATA3,946
CCND1,GATA3,946
IFNG,GATA3,750
IFNG,GATA3,750
GAPDH,GATA3,562
GAPDH,GATA3,562
NANOG,GATA3,515
NANOG,GATA3,515
MAPK14,GATA3,943
MAPK14,GATA3,943
IL4,GATA3,862
IL4,GATA3,862
IL5,GATA3,980
IL5,GATA3,980
BMP4,GATA3,596
BMP4,GATA3,596
MDM2,GATA3,588
MDM2,GATA3,588
POU5F1,GATA3,660
POU5F1,GATA3,660
CDH1,GATA3,518
CDH1,GATA3,518
EP300,GATA3,938
EP300,GATA3,938
IL1B,GATA3,569
IL1B,GATA3,569
IL7,GATA3,601
IL7,GATA3,601
PIK3CA,GATA3,586
PIK3CA,GATA3,586
STAT3,GATA3,660
STAT3,GATA3,660
ZAP70,GATA3,505
ZAP70,GATA3,505
TP53,GATA3,600
TP53,GATA3,600
ERBB2,GATA3,645
ERBB2,GATA3,645
FBXW7,GATA3,504
FBXW7,GATA3,504
PPARG,GATA3,579
PPARG,GATA3,579
KIT,GATA3,567
KIT,GATA3,567
STAT5B,GATA3,640
STAT5B,GATA3,640
IL15,GATA3,562
IL15,GATA3,562
CSF2,GATA3,558
CSF2,GATA3,558
STAT6,GATA3,981
STAT6,GATA3,981
IL13,GATA3,981
IL13,GATA3,981
FOS,GATA3,806
FOS,GATA3,806
EZH2,GATA3,609
EZH2,GATA3,609
SOX2,GATA3,646
SOX2,GATA3,646
CD28,GATA3,711
CD28,GATA3,711
PGR,GATA3,844
PGR,GATA3,844
SP1,GATA3,613
SP1,GATA3,613
SMAD3,GATA3,996
SMAD3,GATA3,996
LCK,GATA3,669
LCK,GATA3,669
STAT5A,GATA3,682
STAT5A,GATA3,682
SMAD4,GATA3,947
SMAD4,GATA3,947
CTNNB1,GATA3,523
CTNNB1,GATA3,523
STAT1,GATA3,648
STAT1,GATA3,648
JUN,GATA3,852
JUN,GATA3,852
HDAC1,GATA3,778
HDAC1,GATA3,778
FOXP3,GATA3,970
FOXP3,GATA3,970
GNA11,EDN1,922
GNA11,EDN1,922
MAPK1,EDN1,927
MAPK1,EDN1,927
TIMP1,EDN1,561
TIMP1,EDN1,561
MMP2,EDN1,919
MMP2,EDN1,919
TGFB1,EDN1,740
TGFB1,EDN1,740
HGF,EDN1,515
HGF,EDN1,515
SERPINE1,EDN1,705
SERPINE1,EDN1,705
CCL2,EDN1,678
CCL2,EDN1,678
GAPDH,EDN1,520
GAPDH,EDN1,520
MAPK14,EDN1,943
MAPK14,EDN1,943
PLCG1,EDN1,907
PLCG1,EDN1,907
RAF1,EDN1,922
RAF1,EDN1,922
EPO,EDN1,568
EPO,EDN1,568
THBS1,EDN1,537
THBS1,EDN1,537
MAPK3,EDN1,960
MAPK3,EDN1,960
EP300,EDN1,926
EP300,EDN1,926
IL1B,EDN1,700
IL1B,EDN1,700
KDR,EDN1,550
KDR,EDN1,550
FGF2,EDN1,671
FGF2,EDN1,671
ICAM1,EDN1,697
ICAM1,EDN1,697
EGF,EDN1,963
EGF,EDN1,963
EGFR,EDN1,947
EGFR,EDN1,947
FLT1,EDN1,558
FLT1,EDN1,558
APP,EDN1,638
APP,EDN1,638
GNAQ,EDN1,963
GNAQ,EDN1,963
PPARG,EDN1,652
PPARG,EDN1,652
ALB,EDN1,774
ALB,EDN1,774
MAP2K1,EDN1,941
MAP2K1,EDN1,941
IGF1,EDN1,644
IGF1,EDN1,644
FOS,EDN1,533
FOS,EDN1,533
CXCL8,EDN1,645
CXCL8,EDN1,645
CASP3,EDN1,540
CASP3,EDN1,540
LEP,EDN1,571
LEP,EDN1,571
PDGFB,EDN1,508
PDGFB,EDN1,508
CAV1,EDN1,635
CAV1,EDN1,635
FN1,EDN1,674
FN1,EDN1,674
RAC1,EDN1,909
RAC1,EDN1,909
EZR,EDN1,915
EZR,EDN1,915
PTGS2,EDN1,626
PTGS2,EDN1,626
CCN2,EDN1,722
CCN2,EDN1,722
JUN,EDN1,959
JUN,EDN1,959
MMP9,EDN1,927
MMP9,EDN1,927
SRC,EDN1,953
SRC,EDN1,953
FGR,EDN1,903
FGR,EDN1,903
CD4,FOXO1,517
CD4,FOXO1,517
MAPK1,FOXO1,900
MAPK1,FOXO1,900
IL2,FOXO1,512
IL2,FOXO1,512
CCND1,FOXO1,972
CCND1,FOXO1,972
CDKN1B,FOXO1,964
CDKN1B,FOXO1,964
GAPDH,FOXO1,609
GAPDH,FOXO1,609
NANOG,FOXO1,937
NANOG,FOXO1,937
MAPK14,FOXO1,758
MAPK14,FOXO1,758
NR3C1,FOXO1,814
NR3C1,FOXO1,814
CCNB1,FOXO1,796
CCNB1,FOXO1,796
CDK4,FOXO1,540
CDK4,FOXO1,540
MDM2,FOXO1,857
MDM2,FOXO1,857
POU5F1,FOXO1,557
POU5F1,FOXO1,557
SMAD2,FOXO1,948
SMAD2,FOXO1,948
MAPK3,FOXO1,910
MAPK3,FOXO1,910
EP300,FOXO1,996
EP300,FOXO1,996
AKT3,FOXO1,955
AKT3,FOXO1,955
PIK3CA,FOXO1,580
PIK3CA,FOXO1,580
STAT3,FOXO1,993
STAT3,FOXO1,993
IQGAP1,FOXO1,833
IQGAP1,FOXO1,833
TP53,FOXO1,698
TP53,FOXO1,698
EGFR,FOXO1,503
EGFR,FOXO1,503
ATM,FOXO1,593
ATM,FOXO1,593
PPARG,FOXO1,940
PPARG,FOXO1,940
STAT5B,FOXO1,556
STAT5B,FOXO1,556
ALB,FOXO1,533
ALB,FOXO1,533
BCL2L1,FOXO1,526
BCL2L1,FOXO1,526
IGF1,FOXO1,695
IGF1,FOXO1,695
INSR,FOXO1,588
INSR,FOXO1,588
IRS1,FOXO1,753
IRS1,FOXO1,753
FOS,FOXO1,941
FOS,FOXO1,941
PRKACA,FOXO1,973
PRKACA,FOXO1,973
CASP3,FOXO1,620
CASP3,FOXO1,620
LEP,FOXO1,651
LEP,FOXO1,651
HNF4A,FOXO1,973
HNF4A,FOXO1,973
SOX2,FOXO1,940
SOX2,FOXO1,940
PGR,FOXO1,844
PGR,FOXO1,844
SMAD3,FOXO1,979
SMAD3,FOXO1,979
CAV1,FOXO1,929
CAV1,FOXO1,929
STAT5A,FOXO1,577
STAT5A,FOXO1,577
SMAD4,FOXO1,967
SMAD4,FOXO1,967
JAK1,FOXO1,930
JAK1,FOXO1,930
CTNNB1,FOXO1,999
CTNNB1,FOXO1,999
MTOR,FOXO1,730
MTOR,FOXO1,730
BECN1,FOXO1,523
BECN1,FOXO1,523
PARP1,FOXO1,536
PARP1,FOXO1,536
IL6R,FOXO1,917
IL6R,FOXO1,917
CHUK,FOXO1,870
CHUK,FOXO1,870
JUN,FOXO1,631
JUN,FOXO1,631
PTEN,FOXO1,744
PTEN,FOXO1,744
YWHAB,FOXO1,936
YWHAB,FOXO1,936
HDAC1,FOXO1,778
HDAC1,FOXO1,778
SRC,FOXO1,591
SRC,FOXO1,591
AR,FOXO1,981
AR,FOXO1,981
IRS2,FOXO1,702
IRS2,FOXO1,702
PIK3CD,FOXO1,513
PIK3CD,FOXO1,513
GATA3,FOXO1,524
GATA3,FOXO1,524
CD4,IFNB1,740
CD4,IFNB1,740
TNFRSF1A,IFNB1,584
TNFRSF1A,IFNB1,584
NFKBIA,IFNB1,659
NFKBIA,IFNB1,659
EPOR,IFNB1,622
EPOR,IFNB1,622
CSF3,IFNB1,572
CSF3,IFNB1,572
CCL2,IFNB1,688
CCL2,IFNB1,688
IL2,IFNB1,707
