source,target,combined_score
TLR2,IL6,885
PDGFRB,IL6,785
PDGFRB,IL6,785
MAPK3,IL6,973
MAPK3,IL6,973
IL1B,IL6,997
IL1B,IL6,997
IL7,IL6,829
IL7,IL6,829
WNT5A,IL6,522
WNT5A,IL6,522
STAT3,IL6,992
STAT3,IL6,992
ICAM1,IL6,890
ICAM1,IL6,890
TP53,IL6,744
TP53,IL6,744
PPARG,IL6,792
PPARG,IL6,792
ANXA5,IL6,697
ANXA5,IL6,697
IL15,IL6,834
IL15,IL6,834
CSF2,IL6,991
CSF2,IL6,991
MMP3,IL6,977
MMP3,IL6,977
STAT6,IL6,738
STAT6,IL6,738
HSPA4,IL6,651
HSPA4,IL6,651
IRS1,IL6,680
IRS1,IL6,680
CXCL8,IL6,997
CXCL8,IL6,997
CD34,IL6,742
CD34,IL6,742
HSPA5,IL6,527
HSPA5,IL6,527
CSF1,IL6,836
CSF1,IL6,836
SOCS1,IL6,727
SOCS1,IL6,727
CASP9,IL6,624
CASP9,IL6,624
SOCS3,IL6,984
SOCS3,IL6,984
SMAD3,IL6,610
SMAD3,IL6,610
SNCA,IL6,509
SNCA,IL6,509
CAV1,IL6,595
CAV1,IL6,595
CTNNB1,IL6,692
CTNNB1,IL6,692
FN1,IL6,895
FN1,IL6,895
FAS,IL6,619
FAS,IL6,619
CASP8,IL6,706
CASP8,IL6,706
STAT1,IL6,985
STAT1,IL6,985
GAB2,IL6,913
GAB2,IL6,913
PTGS2,IL6,913
PTGS2,IL6,913
MKI67,IL6,516
MKI67,IL6,516
MCL1,IL6,602
MCL1,IL6,602
MMP9,IL6,986
MMP9,IL6,986
SRC,IL6,685
SRC,IL6,685
TLR4,IL6,940
TLR4,IL6,940
BMP2,IL6,571
BMP2,IL6,571
GATA3,IL6,670
GATA3,IL6,670
FOXO1,IL6,956
FOXO1,IL6,956
CD274,IL6,749
CD274,IL6,749
JAK2,IL6,989
JAK2,IL6,989
SPP1,IL6,694
SPP1,IL6,694
AREG,IL6,550
AREG,IL6,550
CDKN1A,IL6,524
CDKN1A,IL6,524
TNFRSF1A,CD8A,792
TNFRSF1A,CD8A,792
CSF3,CD8A,687
CSF3,CD8A,687
CCL2,CD8A,766
CCL2,CD8A,766
IFNG,CD8A,902
IFNG,CD8A,902
HBEGF,CD8A,517
HBEGF,CD8A,517
TLR2,CD8A,732
TLR2,CD8A,732
MAPK3,CD8A,520
MAPK3,CD8A,520
IL1B,CD8A,816
IL1B,CD8A,816
EPCAM,CD8A,600
EPCAM,CD8A,600
IL7,CD8A,860
IL7,CD8A,860
STAT3,CD8A,720
STAT3,CD8A,720
ICAM1,CD8A,834
ICAM1,CD8A,834
ZAP70,CD8A,981
ZAP70,CD8A,981
TP53,CD8A,699
TP53,CD8A,699
ANXA5,CD8A,737
ANXA5,CD8A,737
IL15,CD8A,859
IL15,CD8A,859
CSF2,CD8A,857
CSF2,CD8A,857
STAT6,CD8A,612
STAT6,CD8A,612
HSPA4,CD8A,681
HSPA4,CD8A,681
CXCL8,CD8A,768
CXCL8,CD8A,768
CD34,CD8A,775
CD34,CD8A,775
CSF1,CD8A,633
CSF1,CD8A,633
SOCS1,CD8A,630
SOCS1,CD8A,630
SOCS3,CD8A,509
SOCS3,CD8A,509
CTNNB1,CD8A,558
CTNNB1,CD8A,558
FN1,CD8A,588
FN1,CD8A,588
FAS,CD8A,789
FAS,CD8A,789
CASP8,CD8A,558
CASP8,CD8A,558
STAT1,CD8A,716
STAT1,CD8A,716
CD247,CD8A,995
CD247,CD8A,995
PTGS2,CD8A,519
PTGS2,CD8A,519
MKI67,CD8A,526
MKI67,CD8A,526
MCL1,CD8A,582
MCL1,CD8A,582
MMP9,CD8A,619
MMP9,CD8A,619
SRC,CD8A,769
SRC,CD8A,769
TLR4,CD8A,790
TLR4,CD8A,790
GATA3,CD8A,715
GATA3,CD8A,715
FOXO1,CD8A,503
FOXO1,CD8A,503
CD274,CD8A,883
CD274,CD8A,883
JAK2,CD8A,563
JAK2,CD8A,563
ITGB2,CD8A,669
ITGB2,CD8A,669
IL6,CD8A,878
IL6,CD8A,878
TGFB1,CXCR4,514
TGFB1,CXCR4,514
CSF3,CXCR4,813
CSF3,CXCR4,813
CCL2,CXCR4,921
CCL2,CXCR4,921
CCND1,CXCR4,506
CCND1,CXCR4,506
IFNG,CXCR4,567
IFNG,CXCR4,567
SNAI1,CXCR4,508
SNAI1,CXCR4,508
POU5F1,CXCR4,634
POU5F1,CXCR4,634
TLR2,CXCR4,976
TLR2,CXCR4,976
PDGFRB,CXCR4,512
PDGFRB,CXCR4,512
MAPK3,CXCR4,605
MAPK3,CXCR4,605
IL1B,CXCR4,661
IL1B,CXCR4,661
EPCAM,CXCR4,569
EPCAM,CXCR4,569
IL7,CXCR4,556
IL7,CXCR4,556
WNT5A,CXCR4,541
WNT5A,CXCR4,541
STAT3,CXCR4,970
STAT3,CXCR4,970
ICAM1,CXCR4,672
ICAM1,CXCR4,672
ZAP70,CXCR4,584
ZAP70,CXCR4,584
PXN,CXCR4,928
PXN,CXCR4,928
TP53,CXCR4,606
TP53,CXCR4,606
ANXA5,CXCR4,548
ANXA5,CXCR4,548
IL15,CXCR4,511
IL15,CXCR4,511
CSF2,CXCR4,606
CSF2,CXCR4,606
SHH,CXCR4,799
SHH,CXCR4,799
CXCL8,CXCR4,913
CXCL8,CXCR4,913
CD34,CXCR4,816
CD34,CXCR4,816
CSF1,CXCR4,649
CSF1,CXCR4,649
SOCS1,CXCR4,693
SOCS1,CXCR4,693
SOCS3,CXCR4,631
SOCS3,CXCR4,631
CAV1,CXCR4,551
CAV1,CXCR4,551
PTK2,CXCR4,957
PTK2,CXCR4,957
CTNNB1,CXCR4,608
CTNNB1,CXCR4,608
FN1,CXCR4,760
FN1,CXCR4,760
FAS,CXCR4,514
FAS,CXCR4,514
PIK3CG,CXCR4,962
PIK3CG,CXCR4,962
STAT1,CXCR4,963
STAT1,CXCR4,963
CD247,CXCR4,561
CD247,CXCR4,561
PTGS2,CXCR4,512
PTGS2,CXCR4,512
NES,CXCR4,604
NES,CXCR4,604
MMP9,CXCR4,723
MMP9,CXCR4,723
SRC,CXCR4,569
SRC,CXCR4,569
TLR4,CXCR4,774
TLR4,CXCR4,774
CD274,CXCR4,575
CD274,CXCR4,575
JAK2,CXCR4,990
JAK2,CXCR4,990
SPP1,CXCR4,715
SPP1,CXCR4,715
ITGB2,CXCR4,547
ITGB2,CXCR4,547
IL6,CXCR4,698
IL6,CXCR4,698
CD8A,CXCR4,725
CD8A,CXCR4,725
CCND1,CREB1,959
CCND1,CREB1,959
NR3C1,CREB1,907
NR3C1,CREB1,907
SOX9,CREB1,660
SOX9,CREB1,660
MAPK3,CREB1,975
MAPK3,CREB1,975
IL1B,CREB1,650
IL1B,CREB1,650
AKT3,CREB1,937
AKT3,CREB1,937
STAT3,CREB1,930
STAT3,CREB1,930
TP53,CREB1,994
TP53,CREB1,994
PPARG,CREB1,719
PPARG,CREB1,719
IRS1,CREB1,517
IRS1,CREB1,517
CXCL8,CREB1,508
CXCL8,CREB1,508
SMAD3,CREB1,519
SMAD3,CREB1,519
PTK2,CREB1,539
PTK2,CREB1,539
CTNNB1,CREB1,919
CTNNB1,CREB1,919
STAT1,CREB1,602
STAT1,CREB1,602
PTGS2,CREB1,613
PTGS2,CREB1,613
SRC,CREB1,648
SRC,CREB1,648
TLR4,CREB1,580
TLR4,CREB1,580
GATA3,CREB1,710
GATA3,CREB1,710
FOXO1,CREB1,894
FOXO1,CREB1,894
DNM2,CREB1,675
DNM2,CREB1,675
CDKN1A,CREB1,938
CDKN1A,CREB1,938
IL6,CREB1,965
IL6,CREB1,965
PIK3R2,FGFR1,885
PIK3R2,FGFR1,885
CCND1,FGFR1,644
CCND1,FGFR1,644
EREG,FGFR1,654
EREG,FGFR1,654
BMP4,FGFR1,587
BMP4,FGFR1,587
MAPK3,FGFR1,934
MAPK3,FGFR1,934
STAT3,FGFR1,754
STAT3,FGFR1,754
TP53,FGFR1,653
TP53,FGFR1,653
RPS27A,FGFR1,651
RPS27A,FGFR1,651
FGFR4,FGFR1,521
FGFR4,FGFR1,521
SHH,FGFR1,603
SHH,FGFR1,603
IRS1,FGFR1,695
IRS1,FGFR1,695
CSF1,FGFR1,700
CSF1,FGFR1,700
CAV1,FGFR1,761
CAV1,FGFR1,761
FGFR3,FGFR1,518
FGFR3,FGFR1,518
CTNNB1,FGFR1,990
CTNNB1,FGFR1,990
FN1,FGFR1,859
FN1,FGFR1,859
GAB2,FGFR1,598
GAB2,FGFR1,598
NRAS,FGFR1,964
NRAS,FGFR1,964
SRC,FGFR1,544
SRC,FGFR1,544
PIK3CD,FGFR1,829
PIK3CD,FGFR1,829
BMP2,FGFR1,506
BMP2,FGFR1,506
AREG,FGFR1,691
AREG,FGFR1,691
CTNND1,FGFR1,924
CTNND1,FGFR1,924
NGFR,CD44,603
NGFR,CD44,603
TIMP1,CD44,958
TIMP1,CD44,958
TGFB1,CD44,812
TGFB1,CD44,812
CSF3,CD44,503
CSF3,CD44,503
CCL2,CD44,591
CCL2,CD44,591
CCND1,CD44,675
CCND1,CD44,675
IFNG,CD44,760
IFNG,CD44,760
HBEGF,CD44,948
HBEGF,CD44,948
SNAI1,CD44,711
SNAI1,CD44,711
BMP4,CD44,503
BMP4,CD44,503
SOX9,CD44,643
SOX9,CD44,643
POU5F1,CD44,861
POU5F1,CD44,861
TLR2,CD44,974
TLR2,CD44,974
PDGFRB,CD44,706
PDGFRB,CD44,706
MAPK3,CD44,718
MAPK3,CD44,718
IL1B,CD44,664
IL1B,CD44,664
EPCAM,CD44,897
EPCAM,CD44,897
IL7,CD44,663
IL7,CD44,663
STAT3,CD44,989
STAT3,CD44,989
ICAM1,CD44,909
ICAM1,CD44,909
ZAP70,CD44,675
ZAP70,CD44,675
PXN,CD44,784
PXN,CD44,784
TP53,CD44,800
TP53,CD44,800
FGFR4,CD44,506
FGFR4,CD44,506
ANXA5,CD44,724
ANXA5,CD44,724
IL15,CD44,629
IL15,CD44,629
CSF2,CD44,614
CSF2,CD44,614
SHH,CD44,563
SHH,CD44,563
MMP3,CD44,619
MMP3,CD44,619
CXCL8,CD44,657
CXCL8,CD44,657
CD34,CD44,888
CD34,CD44,888
PGR,CD44,556
PGR,CD44,556
CSF1,CD44,506
CSF1,CD44,506
SNCA,CD44,504
SNCA,CD44,504
CAV1,CD44,634
CAV1,CD44,634
PTK2,CD44,575
PTK2,CD44,575
CTNNB1,CD44,769
CTNNB1,CD44,769
ANXA2,CD44,810
ANXA2,CD44,810
FN1,CD44,998
FN1,CD44,998
FAS,CD44,699
FAS,CD44,699
PTGS2,CD44,546
PTGS2,CD44,546
NES,CD44,715
NES,CD44,715
MKI67,CD44,592
MKI67,CD44,592
MMP9,CD44,996
MMP9,CD44,996
SRC,CD44,985
SRC,CD44,985
TLR4,CD44,989
TLR4,CD44,989
PRKCZ,CD44,509
PRKCZ,CD44,509
BMP2,CD44,514
BMP2,CD44,514
GATA3,CD44,604
GATA3,CD44,604
CD274,CD44,647
CD274,CD44,647
JAK2,CD44,572
JAK2,CD44,572
SPP1,CD44,999
SPP1,CD44,999
SNAI2,CD44,694
SNAI2,CD44,694
ITGB2,CD44,562
ITGB2,CD44,562
IL6,CD44,748
IL6,CD44,748
CD8A,CD44,869
CD8A,CD44,869
CXCR4,CD44,928
CXCR4,CD44,928
FGFR1,CD44,898
FGFR1,CD44,898
TNFRSF1A,TNF,999
TNFRSF1A,TNF,999
TIMP1,TNF,739
TIMP1,TNF,739
TGFB1,TNF,796
TGFB1,TNF,796
SERPINE1,TNF,762
SERPINE1,TNF,762
CSF3,TNF,985
CSF3,TNF,985
CCL2,TNF,992
CCL2,TNF,992
CCND1,TNF,651
CCND1,TNF,651
IFNG,TNF,938
IFNG,TNF,938
HBEGF,TNF,567
HBEGF,TNF,567
NR3C1,TNF,960
NR3C1,TNF,960
PLEK,TNF,504
PLEK,TNF,504
SNAI1,TNF,638
SNAI1,TNF,638
TLR2,TNF,921
TLR2,TNF,921
MAPK3,TNF,765
MAPK3,TNF,765
IL1B,TNF,983
IL1B,TNF,983
IL7,TNF,800
IL7,TNF,800
STAT3,TNF,941
STAT3,TNF,941
ICAM1,TNF,888
ICAM1,TNF,888
ZAP70,TNF,548
ZAP70,TNF,548
TP53,TNF,784
TP53,TNF,784
RPS27A,TNF,914
RPS27A,TNF,914
PPARG,TNF,979
PPARG,TNF,979
ANXA5,TNF,759
ANXA5,TNF,759
IL15,TNF,839
IL15,TNF,839
CSF2,TNF,990
CSF2,TNF,990
MMP3,TNF,767
MMP3,TNF,767
STAT6,TNF,699
STAT6,TNF,699
HSPA4,TNF,673
HSPA4,TNF,673
IRS1,TNF,691
IRS1,TNF,691
CXCL8,TNF,992
CXCL8,TNF,992
CD34,TNF,702
CD34,TNF,702
HSPA5,TNF,621
HSPA5,TNF,621
CSF1,TNF,840
CSF1,TNF,840
SOCS1,TNF,686
SOCS1,TNF,686
CASP9,TNF,721
CASP9,TNF,721
SOCS3,TNF,719
SOCS3,TNF,719
SMAD3,TNF,610
SMAD3,TNF,610
SNCA,TNF,527
SNCA,TNF,527
CAV1,TNF,962
CAV1,TNF,962
CTNNB1,TNF,697
CTNNB1,TNF,697
FN1,TNF,930
FN1,TNF,930
FAS,TNF,825
FAS,TNF,825
CASP8,TNF,989
CASP8,TNF,989
STAT1,TNF,979
STAT1,TNF,979
CD247,TNF,536
CD247,TNF,536
PTGS2,TNF,863
PTGS2,TNF,863
MKI67,TNF,542
MKI67,TNF,542
MCL1,TNF,590
MCL1,TNF,590
MMP9,TNF,890
MMP9,TNF,890
SRC,TNF,696
SRC,TNF,696
TLR4,TNF,929
TLR4,TNF,929
PRKCZ,TNF,948
PRKCZ,TNF,948
BMP2,TNF,609
BMP2,TNF,609
GATA3,TNF,648
GATA3,TNF,648
FOXO1,TNF,576
FOXO1,TNF,576
CD274,TNF,759
CD274,TNF,759
JAK2,TNF,680
JAK2,TNF,680
SPP1,TNF,680
SPP1,TNF,680
AREG,TNF,503
AREG,TNF,503
ITGB2,TNF,648
ITGB2,TNF,648
CDKN1A,TNF,562
CDKN1A,TNF,562
IL6,TNF,994
IL6,TNF,994
CD8A,TNF,888
CD8A,TNF,888
CXCR4,TNF,760
CXCR4,TNF,760
CREB1,TNF,666
CREB1,TNF,666
CD44,TNF,740
CD44,TNF,740
MAPK3,ARRB2,995
MAPK3,ARRB2,995
WNT5A,ARRB2,941
WNT5A,ARRB2,941
RPS27A,ARRB2,621
RPS27A,ARRB2,621
CXCL8,ARRB2,923
CXCL8,ARRB2,923
PPP2R1A,ARRB2,923
PPP2R1A,ARRB2,923
FN1,ARRB2,709
FN1,ARRB2,709
STAT1,ARRB2,568
STAT1,ARRB2,568
NRAS,ARRB2,614
NRAS,ARRB2,614
SRC,ARRB2,998
SRC,ARRB2,998
TLR4,ARRB2,509
TLR4,ARRB2,509
DNM2,ARRB2,572
DNM2,ARRB2,572
CXCR4,ARRB2,998
CXCR4,ARRB2,998
NR3C1,ARRB1,586
NR3C1,ARRB1,586
MAPK3,ARRB1,979
MAPK3,ARRB1,979
WNT5A,ARRB1,702
WNT5A,ARRB1,702
TP53,ARRB1,627
TP53,ARRB1,627
RPS27A,ARRB1,612
RPS27A,ARRB1,612
CXCL8,ARRB1,916
CXCL8,ARRB1,916
PPP2R1A,ARRB1,907
PPP2R1A,ARRB1,907
CTNNB1,ARRB1,713
CTNNB1,ARRB1,713
FN1,ARRB1,592
FN1,ARRB1,592
NRAS,ARRB1,632
NRAS,ARRB1,632
SRC,ARRB1,999
SRC,ARRB1,999
DNM2,ARRB1,769
DNM2,ARRB1,769
CXCR4,ARRB1,986
CXCR4,ARRB1,986
CREB1,ARRB1,721
CREB1,ARRB1,721
ARRB2,ARRB1,968
ARRB2,ARRB1,968
TNFRSF1A,PTPRC,528
TNFRSF1A,PTPRC,528
NGFR,PTPRC,611
NGFR,PTPRC,611
TGFB1,PTPRC,583
TGFB1,PTPRC,583
CSF3,PTPRC,684
CSF3,PTPRC,684
CCL2,PTPRC,724
CCL2,PTPRC,724
IFNG,PTPRC,777
IFNG,PTPRC,777
HBEGF,PTPRC,529
HBEGF,PTPRC,529
PLEK,PTPRC,798
PLEK,PTPRC,798
BMP4,PTPRC,506
BMP4,PTPRC,506
SOX9,PTPRC,554
SOX9,PTPRC,554
RAC2,PTPRC,660
RAC2,PTPRC,660
POU5F1,PTPRC,651
POU5F1,PTPRC,651
TLR2,PTPRC,732
TLR2,PTPRC,732
PDGFRB,PTPRC,676
PDGFRB,PTPRC,676
MAPK3,PTPRC,645
MAPK3,PTPRC,645
IL1B,PTPRC,759
IL1B,PTPRC,759
EPCAM,PTPRC,835
EPCAM,PTPRC,835
IL7,PTPRC,727
IL7,PTPRC,727
STAT3,PTPRC,774
STAT3,PTPRC,774
ICAM1,PTPRC,720
ICAM1,PTPRC,720
ZAP70,PTPRC,769
ZAP70,PTPRC,769
TP53,PTPRC,609
TP53,PTPRC,609
PPARG,PTPRC,550
PPARG,PTPRC,550
ANXA5,PTPRC,798
ANXA5,PTPRC,798
IL15,PTPRC,698
IL15,PTPRC,698
CSF2,PTPRC,748
CSF2,PTPRC,748
STAT6,PTPRC,523
STAT6,PTPRC,523
CXCL8,PTPRC,645
CXCL8,PTPRC,645
CD34,PTPRC,919
CD34,PTPRC,919
CSF1,PTPRC,664
CSF1,PTPRC,664
CTNNB1,PTPRC,776
CTNNB1,PTPRC,776
FN1,PTPRC,718
FN1,PTPRC,718
FAS,PTPRC,693
FAS,PTPRC,693
PIK3CG,PTPRC,539
PIK3CG,PTPRC,539
STAT1,PTPRC,582
STAT1,PTPRC,582
CD247,PTPRC,986
CD247,PTPRC,986
PTGS2,PTPRC,501
PTGS2,PTPRC,501
NES,PTPRC,629
NES,PTPRC,629
MKI67,PTPRC,681
MKI67,PTPRC,681
MMP9,PTPRC,594
MMP9,PTPRC,594
SRC,PTPRC,718
SRC,PTPRC,718
TLR4,PTPRC,761
TLR4,PTPRC,761
GATA3,PTPRC,638
GATA3,PTPRC,638
CD274,PTPRC,743
CD274,PTPRC,743
JAK2,PTPRC,641
JAK2,PTPRC,641
SPP1,PTPRC,596
SPP1,PTPRC,596
ITGB2,PTPRC,894
ITGB2,PTPRC,894
IL6,PTPRC,809
IL6,PTPRC,809
CD8A,PTPRC,947
CD8A,PTPRC,947
CXCR4,PTPRC,996
CXCR4,PTPRC,996
CD44,PTPRC,926
CD44,PTPRC,926
TNF,PTPRC,861
TNF,PTPRC,861
TNFRSF1A,IL10,965
TNFRSF1A,IL10,965
TIMP1,IL10,964
TIMP1,IL10,964
TGFB1,IL10,977
TGFB1,IL10,977
SERPINE1,IL10,600
SERPINE1,IL10,600
CSF3,IL10,984
CSF3,IL10,984
CCL2,IL10,989
CCL2,IL10,989
IFNG,IL10,951
IFNG,IL10,951
NR3C1,IL10,595
NR3C1,IL10,595
TLR2,IL10,893
TLR2,IL10,893
PDGFRB,IL10,708
PDGFRB,IL10,708
MAPK3,IL10,614
MAPK3,IL10,614
IL1B,IL10,995
IL1B,IL10,995
IL7,IL10,835
IL7,IL10,835
STAT3,IL10,984
STAT3,IL10,984
ICAM1,IL10,976
ICAM1,IL10,976
TP53,IL10,580
TP53,IL10,580
PPARG,IL10,688
PPARG,IL10,688
ANXA5,IL10,637
ANXA5,IL10,637
IL15,IL10,859
IL15,IL10,859
CSF2,IL10,988
CSF2,IL10,988
MMP3,IL10,959
MMP3,IL10,959
STAT6,IL10,759
STAT6,IL10,759
HSPA4,IL10,571
HSPA4,IL10,571
CXCL8,IL10,994
CXCL8,IL10,994
CD34,IL10,634
CD34,IL10,634
CSF1,IL10,977
CSF1,IL10,977
SOCS1,IL10,670
SOCS1,IL10,670
SOCS3,IL10,738
SOCS3,IL10,738
SMAD3,IL10,504
SMAD3,IL10,504
CTNNB1,IL10,528
CTNNB1,IL10,528
FN1,IL10,700
FN1,IL10,700
FAS,IL10,606
FAS,IL10,606
CASP8,IL10,540
CASP8,IL10,540
STAT1,IL10,800
STAT1,IL10,800
CD247,IL10,522
CD247,IL10,522
PTGS2,IL10,757
PTGS2,IL10,757
MMP9,IL10,974
MMP9,IL10,974
SRC,IL10,531
SRC,IL10,531
TLR4,IL10,898
TLR4,IL10,898
GATA3,IL10,740
GATA3,IL10,740
CD274,IL10,829
CD274,IL10,829
JAK2,IL10,706
JAK2,IL10,706
SPP1,IL10,562
SPP1,IL10,562
IL6,IL10,972
IL6,IL10,972
CD8A,IL10,915
CD8A,IL10,915
CXCR4,IL10,666
CXCR4,IL10,666
CREB1,IL10,954
CREB1,IL10,954
CD44,IL10,706
CD44,IL10,706
TNF,IL10,996
TNF,IL10,996
PTPRC,IL10,800
PTPRC,IL10,800
RAC2,NCK1,513
RAC2,NCK1,513
PDGFRB,NCK1,991
PDGFRB,NCK1,991
ZAP70,NCK1,743
ZAP70,NCK1,743
PXN,NCK1,989
PXN,NCK1,989
IRS1,NCK1,819
IRS1,NCK1,819
PPP2R1A,NCK1,737
PPP2R1A,NCK1,737
SOCS1,NCK1,511
SOCS1,NCK1,511
PTK2,NCK1,990
PTK2,NCK1,990
FN1,NCK1,533
FN1,NCK1,533
EPHA2,NCK1,929
EPHA2,NCK1,929
CD247,NCK1,656
CD247,NCK1,656
SRC,NCK1,947
SRC,NCK1,947
CTTN,NCK1,982
CTTN,NCK1,982
DNM2,NCK1,517
DNM2,NCK1,517
CCNB1,PPP2CA,788
CCNB1,PPP2CA,788
MAPK3,PPP2CA,951
MAPK3,PPP2CA,951
AKT3,PPP2CA,944
AKT3,PPP2CA,944
RB1,PPP2CA,916
RB1,PPP2CA,916
PXN,PPP2CA,620
PXN,PPP2CA,620
TP53,PPP2CA,871
TP53,PPP2CA,871
RPS27A,PPP2CA,641
RPS27A,PPP2CA,641
CCNA2,PPP2CA,737
CCNA2,PPP2CA,737
CXCL8,PPP2CA,905
CXCL8,PPP2CA,905
PPP2R1A,PPP2CA,999
PPP2R1A,PPP2CA,999
CAV1,PPP2CA,537
CAV1,PPP2CA,537
MAPT,PPP2CA,984
MAPT,PPP2CA,984
CTNNB1,PPP2CA,819
CTNNB1,PPP2CA,819
NRAS,PPP2CA,931
NRAS,PPP2CA,931
SRC,PPP2CA,939
SRC,PPP2CA,939
PRKCZ,PPP2CA,743
PRKCZ,PPP2CA,743
ARRB2,PPP2CA,920
ARRB2,PPP2CA,920
ARRB1,PPP2CA,917
ARRB1,PPP2CA,917
NCK1,PPP2CA,757
NCK1,PPP2CA,757
CCND1,CDKN2A,997
CCND1,CDKN2A,997
CCNB1,CDKN2A,631
CCNB1,CDKN2A,631
PDGFRB,CDKN2A,521
PDGFRB,CDKN2A,521
MAPK3,CDKN2A,678
MAPK3,CDKN2A,678
STAT3,CDKN2A,575
STAT3,CDKN2A,575
RB1,CDKN2A,975
RB1,CDKN2A,975
PXN,CDKN2A,705
PXN,CDKN2A,705
TP53,CDKN2A,999
TP53,CDKN2A,999
RPS27A,CDKN2A,951
RPS27A,CDKN2A,951
CCNA2,CDKN2A,751
CCNA2,CDKN2A,751
PPARG,CDKN2A,518
PPARG,CDKN2A,518
ANXA5,CDKN2A,543
ANXA5,CDKN2A,543
CSF2,CDKN2A,507
CSF2,CDKN2A,507
NPM1,CDKN2A,998
NPM1,CDKN2A,998
HSPA4,CDKN2A,564
HSPA4,CDKN2A,564
CXCL8,CDKN2A,505
CXCL8,CDKN2A,505
CD34,CDKN2A,517
CD34,CDKN2A,517
EZH2,CDKN2A,723
EZH2,CDKN2A,723
PGR,CDKN2A,567
PGR,CDKN2A,567
CSF1,CDKN2A,664
CSF1,CDKN2A,664
SOCS1,CDKN2A,594
SOCS1,CDKN2A,594
SMAD3,CDKN2A,938
SMAD3,CDKN2A,938
FGFR3,CDKN2A,667
FGFR3,CDKN2A,667
CTNNB1,CDKN2A,893
CTNNB1,CDKN2A,893
FN1,CDKN2A,511
FN1,CDKN2A,511
CASP8,CDKN2A,578
CASP8,CDKN2A,578
PTGS2,CDKN2A,505
PTGS2,CDKN2A,505
MCL1,CDKN2A,526
MCL1,CDKN2A,526
NRAS,CDKN2A,937
NRAS,CDKN2A,937
MMP9,CDKN2A,505
MMP9,CDKN2A,505
SRC,CDKN2A,592
SRC,CDKN2A,592
CD274,CDKN2A,560
CD274,CDKN2A,560
JAK2,CDKN2A,592
JAK2,CDKN2A,592
CDKN1A,CDKN2A,942
CDKN1A,CDKN2A,942
IL6,CDKN2A,602
IL6,CDKN2A,602
CD8A,CDKN2A,518
CD8A,CDKN2A,518
FGFR1,CDKN2A,600
FGFR1,CDKN2A,600
CD44,CDKN2A,571
CD44,CDKN2A,571
TNF,CDKN2A,559
TNF,CDKN2A,559
CCND1,BRCA1,985
CCND1,BRCA1,985
NR3C1,BRCA1,666
NR3C1,BRCA1,666
CCNB1,BRCA1,910
CCNB1,BRCA1,910
MAPK3,BRCA1,537
MAPK3,BRCA1,537
EPCAM,BRCA1,538
EPCAM,BRCA1,538
AKT3,BRCA1,868
AKT3,BRCA1,868
STAT3,BRCA1,584
STAT3,BRCA1,584
RB1,BRCA1,913
RB1,BRCA1,913
TP53,BRCA1,999
TP53,BRCA1,999
RPS27A,BRCA1,942
RPS27A,BRCA1,942
CCNA2,BRCA1,843
CCNA2,BRCA1,843
PPARG,BRCA1,520
PPARG,BRCA1,520
ANXA5,BRCA1,510
ANXA5,BRCA1,510
NPM1,BRCA1,627
NPM1,BRCA1,627
EZH2,BRCA1,952
EZH2,BRCA1,952
PGR,BRCA1,897
PGR,BRCA1,897
CASP9,BRCA1,507
CASP9,BRCA1,507
SMAD3,BRCA1,710
SMAD3,BRCA1,710
CTNNB1,BRCA1,696
CTNNB1,BRCA1,696
STAT1,BRCA1,906
STAT1,BRCA1,906
MKI67,BRCA1,665
MKI67,BRCA1,665
GATA3,BRCA1,952
GATA3,BRCA1,952
CD274,BRCA1,508
CD274,BRCA1,508
JAK2,BRCA1,544
JAK2,BRCA1,544
CDKN1A,BRCA1,709
CDKN1A,BRCA1,709
CREB1,BRCA1,645
CREB1,BRCA1,645
CD44,BRCA1,502
CD44,BRCA1,502
CDKN2A,BRCA1,785
CDKN2A,BRCA1,785
NGFR,ANGPT1,683
NGFR,ANGPT1,683
PIK3R2,ANGPT1,692
PIK3R2,ANGPT1,692
CSF3,ANGPT1,521
CSF3,ANGPT1,521
CCL2,ANGPT1,519
CCL2,ANGPT1,519
PDGFRB,ANGPT1,839
PDGFRB,ANGPT1,839
IL1B,ANGPT1,504
IL1B,ANGPT1,504
ICAM1,ANGPT1,527
ICAM1,ANGPT1,527
FGFR4,ANGPT1,669
FGFR4,ANGPT1,669
CXCL8,ANGPT1,594
CXCL8,ANGPT1,594
CD34,ANGPT1,617
CD34,ANGPT1,617
FGFR3,ANGPT1,688
FGFR3,ANGPT1,688
FN1,ANGPT1,966
FN1,ANGPT1,966
EPHA2,ANGPT1,663
EPHA2,ANGPT1,663
NRAS,ANGPT1,906
NRAS,ANGPT1,906
MMP9,ANGPT1,595
MMP9,ANGPT1,595
SPP1,ANGPT1,529
SPP1,ANGPT1,529
IL6,ANGPT1,563
IL6,ANGPT1,563
CXCR4,ANGPT1,568
CXCR4,ANGPT1,568
FGFR1,ANGPT1,733
FGFR1,ANGPT1,733
TNF,ANGPT1,601
TNF,ANGPT1,601
NCK1,ANGPT1,915
NCK1,ANGPT1,915
PIK3R2,LYN,869
PIK3R2,LYN,869
CCND1,LYN,925
CCND1,LYN,925
PLEK,LYN,647
PLEK,LYN,647
RAC2,LYN,544
RAC2,LYN,544
TLR2,LYN,825
TLR2,LYN,825
PDGFRB,LYN,921
PDGFRB,LYN,921
MAPK3,LYN,969
